group_id,post_id,post_url
191572364987423,1926863438124965,https://www.facebook.com/groups/vatvostudio/posts/1926863438124965/?comment_id=1927087278102581&__cft__[0]=AZW-N0NdViYOUqvTCA9CtHCAsm4D2ZiJFr8SeN-knvXTO63zoOF8QYJC0Qj5qKztZEM_XoTdHLeIgGRd_z36lm9sTZWdQMOA8LPzaMAHlTuXUOpVvR-wUBH0CIqAIN1vWqBSL-4BxgoQexpkLUSeDtOw1A9ng1GuhTnBMJkFNhUoIYKPWN7xbHMvHqapyl7-p-L7YqH3J1zrvEKrUq0GqVlQ&__tn__=R-R
191572364987423,1925966841547958,https://www.facebook.com/groups/vatvostudio/posts/1925966841547958/?comment_id=1927383348072974&__cft__[0]=AZVYqKygtMV3eira2QuDWsdogO2CU_U7hcKuXa2w6x7p9rz99a_uwMdZ-2b04pk-LhsujzRpKQ1YeZ19jKoaCvouE8rEsDv7GRWaulSRqxwSN5F4fLV5OEqoErvX31gkZTrkZRqqiFT_7rvM_BMla2p-ULsf-mvVcEpnXeFK6XiAOye1cBgyHi3GYPxuKFlLr8vkxTA9LsU38K6lASINFcZQ&__tn__=R-R
191572364987423,1928137754664200,https://www.facebook.com/groups/vatvostudio/posts/1928137754664200/?comment_id=1929920334485942&__cft__[0]=AZUoAvr2JWhujvNBC59tzSesSmWYY6JBwr9u1-amLSM7MshmmIUGnW7XnLQ-c4QiY05Dv4zFC7ywY8bHuLHNEzG2fG0-rgaZsBXjzlVJMzbi8ovBwUWtfeKe_Ey5FUUhOGNU9CayP6E2HtT_L-7TUP3tD1JzbH1cEwDygG2IC1EM_v1nmtBmGQ2wqwVdJEZXjntNBIxdblujDQxrBzfc4I-K&__tn__=R-R
191572364987423,1876396946504948,https://www.facebook.com/groups/vatvostudio/posts/1876396946504948/?comment_id=1876511566493486&__cft__[0]=AZU025uXJ3X3trM_1GGw8gYt7t6ZJimVKgzVWscakdrryoRCJdrnjdLSvhe3so8sC3zwBOSshhBBBANd-fQYP1WtTvKRcWKUXbYbSdtcUpZi0qUoVpFVW63hpNTlu0ZM9G8Ph_XucPk0qAhG82pZxi5W505SMXSX4HNPn1sOp_87zMnJpT_v6mSnFG002JjIy9n2fI98ohAxEcIuhnC9haBj&__tn__=R-R
191572364987423,1928133544664621,https://www.facebook.com/groups/vatvostudio/posts/1928133544664621/?comment_id=1929653574512618&__cft__[0]=AZV2IT0t_qzut3gBRrAOuO9RlgMR55aHo75xv_F3SSo91g6n1WnwrCgsQUNnwQtBXFa--kMKx34FCN8I3oI1Fa3DLMoAQVo4fVfBCf8HMGdw8S7nHZDRE-cb5_8BZRKluE9ECE0aKnaoa3VR5r7-HkzjM_mcr-Pmc9C8EisdMAEKBaJQUqifHZYJLyu-Q6aCpuh9vexcF0xSMnx-ty2bLfAm&__tn__=R-R
191572364987423,1927460478065261,https://www.facebook.com/groups/vatvostudio/posts/1927460478065261/?comment_id=1929019134576062&__cft__[0]=AZUKnayJGMKrgAHpTs3L8TEz6p_L1gSFvfEQYkMGe00favdEgIFvY3ZXYDffDvpq4xIxyZ24FfEUeiVwn5KQesorr4UUgYO2A9Xf1lEOg-BT2XLitZRPYJUig5SOsIOsqlgRDH7SO2MjqGsLRwRM-fNJ_2eoyhdkWetz0_RsKD48d1pN08fwloZTIAxWFUuLbSoxo2kjANMo-1879qBkMWxd&__tn__=R-R
191572364987423,1924997851644857,https://www.facebook.com/groups/vatvostudio/posts/1924997851644857/?comment_id=1924998674978108&__cft__[0]=AZVc4dUXIdDzoN1N1p13-JZXkMFXYOsLg8ZKneCiIBs_OEhTj89lEeB4z4tNPdkWhI-xk6icuyuKHGFimEVaElQ6gBO_AdYbnZFARjTYP6_x06emH8TPBHCMNnQ-tYf9e-yUGaIVOgspiIkREoU6Zg3EgrPhEnhb0O43loBgVjs_WmAZGygtpSDt8shRuWTDLSOBjojYz5M1QoyxZ7Pu7sHv&__tn__=R-R
191572364987423,1925576148253694,https://www.facebook.com/groups/vatvostudio/posts/1925576148253694/?comment_id=1929736851170957&__cft__[0]=AZU9oZhfhvv6XRwvRLWntvwmMOkGUfIw4G_RZHMHCS4RnzMb_pEDelGFUKXz3Lca-MLTfhuXTsE3HFFKxqBHBKMXDpSUWAU_iLiuZN8q_mGuYUTTQ_kuKYc56Ne79RWBD-tkPI-q_-_p4jDrz2-yb_fct1-izreNeYHfKE59uq8D87Ojl6VY57aC8ptb_LhWDyAxTbQtRgcLNSKTAOgxZ9nY&__tn__=R-R
191572364987423,1928050988006210,https://www.facebook.com/groups/vatvostudio/posts/1928050988006210/?comment_id=1928123011332341&__cft__[0]=AZVmRr6jzX6pyLWmo_-zHBPtGJBmjiLbdYmST-dEsFu-QP0y_sLMD7sBC9ZcaQjVmE4_y8b2N2iFFhXvusEx_gvfvV4laZt4FkbQ0_BvJjN9ToAJRqaoh-Ip3CMVZy2AMIxi0KiU_eMdZyUgO2vjuQe-vmTBncalgXNuiLT_bnzpnFZig-EHbdF6KhbTSeEV0Aw&__tn__=R-R
191572364987423,1925593114918664,https://www.facebook.com/groups/vatvostudio/posts/1925593114918664/?comment_id=1927147894763186&__cft__[0]=AZX_gRelrFwcBfsyxpgKFK4Vdu5JggR3fAE4N_VRA-Bm5DzCucyCLe5-YtBKuoNdes3GDzDq6Xtt8SNqWSAbPpd1w7E01zFU8catSBkKMfyMVJJCDdrFaAKd6mXdPQCBxAKQxGKor8XCJN7eSDVc9EFTm8LZGPAcGvVR4IgsXz-Dh11BdLp9yyyamjbkcvuN17E&__tn__=R-R
