group_id,post_id,post_url
294155504718055,1840416596758597,https://www.facebook.com/groups/voz.congnghe/posts/1840416596758597/?comment_id=1840565016743755&__cft__[0]=AZXWQVNW3MccYbWzOCWwDI2DToQEqStayCyaF-_PMq2l3bkz8lcBjMmN4zCrPG5pTNxyysjO1u_uodzK1mVFsZxMYCnKXNfdxlSYYn78McOz31CyEYecOQPk8CnTGIRd4xt47D3zFJlO3RQgGaFMcAL0QmFGD35IqIc8bdCG3JGA1M11R83skk7Mb2lSvmI9g7GOS0P1hYZxYO8fskn3n2_V&__tn__=R-R
294155504718055,1834924983974425,https://www.facebook.com/groups/voz.congnghe/posts/1834924983974425/?comment_id=1835066387293618&__cft__[0]=AZW5xOMuwRnfeT9mKxv_6XobAP6p-aiL6Eh4rwOiPLmozD65PuNgrTGmhyxufksysUFDkdYfMhSJLYIsN6z0XZptpWMCG6G3PJkALjDNu7Uo9mOl673Q4M5wztTwz-Svjt-1F9H39s4gH9kUipdt1581OouC4wEbnmf2sxleYlZ1TNlf5Gv0ktv37u6iaeVSsLr3TCa2qLH6Do4K8WleOEjS&__tn__=R-R
294155504718055,1835275990605991,https://www.facebook.com/groups/voz.congnghe/posts/1835275990605991/?comment_id=1835310747269182&__cft__[0]=AZXAJxC4kH2W9O5t5ERu7fmCAbCgAXbPmwF1fFEUp_3FR9PUAsgC0z2Oj85n5BEX5dFp1fEOOe2OrolKE_C1PCwUPPM8YgP7vrRO9R683ncFHntx3-hg9wxs0iKtFsZnCUHbUNQ1lpa-FEHm8w1EIR5QMCysdboGlF9TxXFzcE9P2Jcz6Y4pl61JB_eIULhulx4&__tn__=R-R
294155504718055,1839563663510557,https://www.facebook.com/groups/voz.congnghe/posts/1839563663510557/?comment_id=1840341310099459&__cft__[0]=AZW0f4NotB0SCIZaBtyMR2CIhYYYl-kx5Z63t1azcQIfUWmrB3riLUu47ia2p-agSM0gve4SK-hYI2w3x8ZZ4ZDWd6qtEwyxk2kKmoWbCsVP1UHHyiha2NZMuJMVDhFITV5ucfI3mQFAcb6vzleJSim6ibZ33VSWvDEv8BF7QOmm9_F6v8S43cdZjoIURLu_SsfqSg8ULRST0bVpx9bCs0UN&__tn__=R-R
294155504718055,1839384460195144,https://www.facebook.com/groups/voz.congnghe/posts/1839384460195144/?comment_id=1840276666772590&__cft__[0]=AZWOKHi_77i0GujxxgG7EZCCCjbyd8lsHSHqs-OMfGu55HTlXIDHZGezHJt8cGZl3iGcXcURTHw-lUD_y7exMQJkPplhtceQUgWWsi4vQnRSGJAMm3W23e4Y9dcrJUm5BMpLSFan7QoaqnW58PhZzV6odhhuWuM54PmSl7o8IYf9mKNIbJYie5lsKTb0k7EW_WD4WdIZNBwVWSXkGYYcryg9&__tn__=R-R
294155504718055,1840588706741386,https://www.facebook.com/groups/voz.congnghe/posts/1840588706741386/?comment_id=1841076736692583&__cft__[0]=AZWsjVim3VzT5U9y3CBhsv-cB0LQqYwlybG5ry3odcVfRIp8MUzS4N677dFpS4SuuHqj5w87WD1vDc1TQyh9pFLeQznP7CCqru-0giAieZvEhXv1hff95S-Ndv4gfGOD3MfKpCKBqPssaFr0QZyQVXn6kJotUNNgLvFFsn-KimViOdzR2MeWE8S3UqmA2W9UVQuSDcgKphU9OblPXXNcGM82&__tn__=R-R
294155504718055,1839957443471179,https://www.facebook.com/groups/voz.congnghe/posts/1839957443471179/?comment_id=1841126890020901&__cft__[0]=AZUIZmc0KkGwhBLPVx-gjDcDAdi_UT7PWbZpERpcel-B5IbaM-FwKCAiZTXbBFOcJJaicEWr31cPI766mjmJouwoHAJrmu04baujZWXbkuPaxxs20JQFOEhWpMgIOeflduMq9iViXqfX-wg3rqr126FVCOS3Q26yMZaPVovFDpPyZUq2rCGeO2Z2x2yjIhkYQvY&__tn__=R-R
294155504718055,1839786590154931,https://www.facebook.com/groups/voz.congnghe/posts/1839786590154931/?comment_id=1841131290020461&__cft__[0]=AZVsb9gjPeWJWgYDZHV4RsSFvG0m4pSX0l1eGUcu24uNtr8uVkdEv9YI3pFmA0XHOmQQ15Aph1vXvGgVpnPx5Mb_fYPvD-3rp3aL4kXblH3MHVvgHndc4wxcCEt9Jk1fntN5fS0nE9bwOnGljNfIo5dejveH9gE4C-5792CBJ-j2xkWHJ29iQz6zlx-caE0ZadrNqaPkyZ1Yx6JF4U451JII&__tn__=R-R
294155504718055,1731395427660715,https://www.facebook.com/groups/voz.congnghe/posts/1731395427660715/?comment_id=1732195304247394&__cft__[0]=AZWuCvixdi94wyYvo3-JCgH6yavzOsiKclqIM7ZqzL7E_zFq6Sl15XIF9TvCEia5KU4M_dQeIJ0CiXDUpbBqBKJrYcNLG3FPHjS1FJjhwwaLWVYvGuUlg0nzuq10GY1p2w2BMntr8LUx2ozQxGzHnFU6Po8Qhe2WIX2HNiKJVeCbLXWfU3EW5Jh2irUz_Ctblwk4NuJR28pa1nHGm8EEDSd_&__tn__=R-R
294155504718055,1836417827158474,https://www.facebook.com/groups/voz.congnghe/posts/1836417827158474/?comment_id=1836542963812627&__cft__[0]=AZUe3N2RzT0urg50ESzST7KzEMWz5FsFeJ9vO3Kbgcg5vPcUuzXtde_GOk7NJqwzdllu1rQQWulLyqjtNzj75HDIXE9epM1ToCmqxqV1Nv-j5zUIcMTLpyRVUnMwfI0fM0Dm1Lf0KgIiVJ6vJPvwiA3TmDJz_SWzSAUfXFaUNFPfng4CW-PTDeMg9ughz83G7iiHT7H4DwgH4WbjAJ_1Z0Eq&__tn__=R-R
